model,decoding_method,beam_size,problem_id,input_tokens,output_tokens,total_tokens,score,source_file,row_index
Mistral,sampling,,sample#61,79,658,737,0,MISTRAL/sample/MATH500/sample.jsonl,61
Mistral,sampling,,sample#62,96,569,665,0,MISTRAL/sample/MATH500/sample.jsonl,62
Mistral,sampling,,sample#63,117,788,905,0,MISTRAL/sample/MATH500/sample.jsonl,63
Mistral,sampling,,sample#64,115,512,627,0,MISTRAL/sample/MATH500/sample.jsonl,64
Mistral,sampling,,sample#65,91,585,676,0,MISTRAL/sample/MATH500/sample.jsonl,65
Mistral,sampling,,sample#66,47,228,275,0,MISTRAL/sample/MATH500/sample.jsonl,66
Mistral,sampling,,sample#67,60,276,336,0,MISTRAL/sample/MATH500/sample.jsonl,67
Mistral,sampling,,sample#68,76,394,470,0,MISTRAL/sample/MATH500/sample.jsonl,68
Mistral,sampling,,sample#69,92,346,438,0,MISTRAL/sample/MATH500/sample.jsonl,69
Mistral,sampling,,sample#70,81,303,384,0,MISTRAL/sample/MATH500/sample.jsonl,70
Mistral,sampling,,sample#71,49,224,273,0,MISTRAL/sample/MATH500/sample.jsonl,71
Mistral,sampling,,sample#72,55,272,327,0,MISTRAL/sample/MATH500/sample.jsonl,72
Mistral,sampling,,sample#73,61,329,390,0,MISTRAL/sample/MATH500/sample.jsonl,73
Mistral,sampling,,sample#74,92,259,351,1,MISTRAL/sample/MATH500/sample.jsonl,74
Mistral,sampling,,sample#75,51,366,417,0,MISTRAL/sample/MATH500/sample.jsonl,75
Mistral,sampling,,sample#76,66,317,383,1,MISTRAL/sample/MATH500/sample.jsonl,76
Mistral,sampling,,sample#77,67,307,374,1,MISTRAL/sample/MATH500/sample.jsonl,77
Mistral,sampling,,sample#78,46,156,202,1,MISTRAL/sample/MATH500/sample.jsonl,78
Mistral,sampling,,sample#79,95,610,705,0,MISTRAL/sample/MATH500/sample.jsonl,79
Mistral,sampling,,sample#80,48,165,213,0,MISTRAL/sample/MATH500/sample.jsonl,80
Mistral,sampling,,sample#81,73,497,570,1,MISTRAL/sample/MATH500/sample.jsonl,81
Mistral,sampling,,sample#82,77,263,340,0,MISTRAL/sample/MATH500/sample.jsonl,82
Mistral,sampling,,sample#83,113,451,564,0,MISTRAL/sample/MATH500/sample.jsonl,83
Mistral,sampling,,sample#84,50,343,393,0,MISTRAL/sample/MATH500/sample.jsonl,84
Mistral,sampling,,sample#85,84,444,528,0,MISTRAL/sample/MATH500/sample.jsonl,85
Mistral,sampling,,sample#86,88,212,300,1,MISTRAL/sample/MATH500/sample.jsonl,86
Mistral,sampling,,sample#87,67,294,361,1,MISTRAL/sample/MATH500/sample.jsonl,87
Mistral,sampling,,sample#88,50,405,455,1,MISTRAL/sample/MATH500/sample.jsonl,88
Mistral,sampling,,sample#89,105,495,600,0,MISTRAL/sample/MATH500/sample.jsonl,89
Mistral,sampling,,sample#90,53,807,860,0,MISTRAL/sample/MATH500/sample.jsonl,90
Mistral,sampling,,sample#91,70,221,291,1,MISTRAL/sample/MATH500/sample.jsonl,91
Mistral,sampling,,sample#92,69,317,386,1,MISTRAL/sample/MATH500/sample.jsonl,92
Mistral,sampling,,sample#93,68,548,616,0,MISTRAL/sample/MATH500/sample.jsonl,93
Mistral,sampling,,sample#94,71,527,598,1,MISTRAL/sample/MATH500/sample.jsonl,94
Mistral,sampling,,sample#95,390,469,859,0,MISTRAL/sample/MATH500/sample.jsonl,95
Mistral,sampling,,sample#96,92,532,624,1,MISTRAL/sample/MATH500/sample.jsonl,96
Mistral,sampling,,sample#97,131,897,1028,0,MISTRAL/sample/MATH500/sample.jsonl,97
Mistral,sampling,,sample#98,74,264,338,0,MISTRAL/sample/MATH500/sample.jsonl,98
Mistral,sampling,,sample#99,46,154,200,0,MISTRAL/sample/MATH500/sample.jsonl,99
Mistral,sampling,,sample#100,104,712,816,0,MISTRAL/sample/MATH500/sample.jsonl,100
PHI3.5,origin,15,15_1000#1,71,231,302,0,PHI35/origin/MATH500/15_1000.jsonl,1
PHI3.5,origin,15,15_1000#2,123,861,984,0,PHI35/origin/MATH500/15_1000.jsonl,2
PHI3.5,origin,15,15_1000#3,69,274,343,1,PHI35/origin/MATH500/15_1000.jsonl,3
PHI3.5,origin,15,15_1000#4,37,201,238,1,PHI35/origin/MATH500/15_1000.jsonl,4
PHI3.5,origin,15,15_1000#5,402,327,729,0,PHI35/origin/MATH500/15_1000.jsonl,5
PHI3.5,origin,15,15_1000#6,69,125,194,1,PHI35/origin/MATH500/15_1000.jsonl,6
PHI3.5,origin,15,15_1000#7,41,180,221,1,PHI35/origin/MATH500/15_1000.jsonl,7
PHI3.5,origin,15,15_1000#8,96,298,394,0,PHI35/origin/MATH500/15_1000.jsonl,8
PHI3.5,origin,15,15_1000#9,56,237,293,0,PHI35/origin/MATH500/15_1000.jsonl,9
PHI3.5,origin,15,15_1000#10,172,267,439,0,PHI35/origin/MATH500/15_1000.jsonl,10
PHI3.5,origin,15,15_1000#11,47,192,239,0,PHI35/origin/MATH500/15_1000.jsonl,11
PHI3.5,origin,15,15_1000#12,85,798,883,0,PHI35/origin/MATH500/15_1000.jsonl,12
PHI3.5,origin,15,15_1000#13,95,225,320,1,PHI35/origin/MATH500/15_1000.jsonl,13
PHI3.5,origin,15,15_1000#14,221,142,363,1,PHI35/origin/MATH500/15_1000.jsonl,14
PHI3.5,origin,15,15_1000#15,163,92,255,0,PHI35/origin/MATH500/15_1000.jsonl,15
PHI3.5,origin,15,15_1000#16,233,702,935,0,PHI35/origin/MATH500/15_1000.jsonl,16
PHI3.5,origin,15,15_1000#17,46,102,148,1,PHI35/origin/MATH500/15_1000.jsonl,17
PHI3.5,origin,15,15_1000#18,280,189,469,0,PHI35/origin/MATH500/15_1000.jsonl,18
PHI3.5,origin,15,15_1000#19,187,191,378,1,PHI35/origin/MATH500/15_1000.jsonl,19
PHI3.5,origin,15,15_1000#20,69,373,442,1,PHI35/origin/MATH500/15_1000.jsonl,20
PHI3.5,origin,15,15_1000#21,36,103,139,1,PHI35/origin/MATH500/15_1000.jsonl,21
PHI3.5,origin,15,15_1000#22,50,1000,1050,0,PHI35/origin/MATH500/15_1000.jsonl,22
PHI3.5,origin,15,15_1000#23,159,283,442,0,PHI35/origin/MATH500/15_1000.jsonl,23
PHI3.5,origin,15,15_1000#24,50,337,387,0,PHI35/origin/MATH500/15_1000.jsonl,24
PHI3.5,origin,15,15_1000#25,132,336,468,0,PHI35/origin/MATH500/15_1000.jsonl,25
PHI3.5,origin,15,15_1000#26,107,340,447,0,PHI35/origin/MATH500/15_1000.jsonl,26
PHI3.5,origin,15,15_1000#27,76,333,409,0,PHI35/origin/MATH500/15_1000.jsonl,27
PHI3.5,origin,15,15_1000#28,110,219,329,0,PHI35/origin/MATH500/15_1000.jsonl,28
PHI3.5,origin,15,15_1000#29,58,99,157,1,PHI35/origin/MATH500/15_1000.jsonl,29
PHI3.5,origin,15,15_1000#30,103,548,651,1,PHI35/origin/MATH500/15_1000.jsonl,30
PHI3.5,origin,15,15_1000#31,45,202,247,1,PHI35/origin/MATH500/15_1000.jsonl,31
PHI3.5,origin,15,15_1000#32,32,110,142,0,PHI35/origin/MATH500/15_1000.jsonl,32
PHI3.5,origin,15,15_1000#33,73,120,193,1,PHI35/origin/MATH500/15_1000.jsonl,33
PHI3.5,origin,15,15_1000#34,70,268,338,0,PHI35/origin/MATH500/15_1000.jsonl,34
PHI3.5,origin,15,15_1000#35,52,436,488,0,PHI35/origin/MATH500/15_1000.jsonl,35
PHI3.5,origin,15,15_1000#36,61,306,367,0,PHI35/origin/MATH500/15_1000.jsonl,36
PHI3.5,origin,15,15_1000#37,51,465,516,0,PHI35/origin/MATH500/15_1000.jsonl,37
PHI3.5,origin,15,15_1000#38,57,117,174,1,PHI35/origin/MATH500/15_1000.jsonl,38
PHI3.5,origin,15,15_1000#39,72,95,167,1,PHI35/origin/MATH500/15_1000.jsonl,39
PHI3.5,origin,15,15_1000#40,49,311,360,0,PHI35/origin/MATH500/15_1000.jsonl,40
PHI3.5,origin,15,15_1000#41,137,68,205,1,PHI35/origin/MATH500/15_1000.jsonl,41
PHI3.5,origin,15,15_1000#42,72,584,656,0,PHI35/origin/MATH500/15_1000.jsonl,42
PHI3.5,origin,15,15_1000#43,61,132,193,0,PHI35/origin/MATH500/15_1000.jsonl,43
PHI3.5,origin,15,15_1000#44,108,396,504,0,PHI35/origin/MATH500/15_1000.jsonl,44
PHI3.5,origin,15,15_1000#45,87,248,335,1,PHI35/origin/MATH500/15_1000.jsonl,45
PHI3.5,origin,15,15_1000#46,58,223,281,1,PHI35/origin/MATH500/15_1000.jsonl,46
PHI3.5,origin,15,15_1000#47,64,829,893,0,PHI35/origin/MATH500/15_1000.jsonl,47
PHI3.5,origin,15,15_1000#48,78,216,294,1,PHI35/origin/MATH500/15_1000.jsonl,48
PHI3.5,origin,15,15_1000#49,41,175,216,1,PHI35/origin/MATH500/15_1000.jsonl,49
PHI3.5,origin,15,15_1000#50,47,97,144,1,PHI35/origin/MATH500/15_1000.jsonl,50
PHI3.5,origin,15,15_1000#51,137,456,593,0,PHI35/origin/MATH500/15_1000.jsonl,51
PHI3.5,origin,15,15_1000#52,44,515,559,1,PHI35/origin/MATH500/15_1000.jsonl,52
PHI3.5,origin,15,15_1000#53,51,195,246,1,PHI35/origin/MATH500/15_1000.jsonl,53
PHI3.5,origin,15,15_1000#54,50,97,147,1,PHI35/origin/MATH500/15_1000.jsonl,54
PHI3.5,origin,15,15_1000#55,35,90,125,1,PHI35/origin/MATH500/15_1000.jsonl,55
PHI3.5,origin,15,15_1000#56,75,133,208,1,PHI35/origin/MATH500/15_1000.jsonl,56
PHI3.5,origin,15,15_1000#57,47,67,114,1,PHI35/origin/MATH500/15_1000.jsonl,57
PHI3.5,origin,15,15_1000#58,79,181,260,1,PHI35/origin/MATH500/15_1000.jsonl,58
PHI3.5,origin,15,15_1000#59,39,142,181,1,PHI35/origin/MATH500/15_1000.jsonl,59
PHI3.5,origin,15,15_1000#60,77,159,236,1,PHI35/origin/MATH500/15_1000.jsonl,60
PHI3.5,origin,15,15_1000#61,76,1000,1076,0,PHI35/origin/MATH500/15_1000.jsonl,61
PHI3.5,origin,15,15_1000#62,91,265,356,1,PHI35/origin/MATH500/15_1000.jsonl,62
PHI3.5,origin,15,15_1000#63,123,512,635,0,PHI35/origin/MATH500/15_1000.jsonl,63
PHI3.5,origin,15,15_1000#64,119,332,451,0,PHI35/origin/MATH500/15_1000.jsonl,64
PHI3.5,origin,15,15_1000#65,86,615,701,0,PHI35/origin/MATH500/15_1000.jsonl,65
PHI3.5,origin,15,15_1000#66,41,75,116,1,PHI35/origin/MATH500/15_1000.jsonl,66
PHI3.5,origin,15,15_1000#67,65,225,290,0,PHI35/origin/MATH500/15_1000.jsonl,67
PHI3.5,origin,15,15_1000#68,72,208,280,0,PHI35/origin/MATH500/15_1000.jsonl,68
PHI3.5,origin,15,15_1000#69,88,1000,1088,0,PHI35/origin/MATH500/15_1000.jsonl,69
PHI3.5,origin,15,15_1000#70,78,816,894,0,PHI35/origin/MATH500/15_1000.jsonl,70
PHI3.5,origin,15,15_1000#71,44,145,189,1,PHI35/origin/MATH500/15_1000.jsonl,71
PHI3.5,origin,15,15_1000#72,49,222,271,0,PHI35/origin/MATH500/15_1000.jsonl,72
PHI3.5,origin,15,15_1000#73,57,276,333,1,PHI35/origin/MATH500/15_1000.jsonl,73
PHI3.5,origin,15,15_1000#74,89,176,265,1,PHI35/origin/MATH500/15_1000.jsonl,74
PHI3.5,origin,15,15_1000#75,47,190,237,1,PHI35/origin/MATH500/15_1000.jsonl,75
PHI3.5,origin,15,15_1000#76,62,182,244,0,PHI35/origin/MATH500/15_1000.jsonl,76
PHI3.5,origin,15,15_1000#77,61,85,146,1,PHI35/origin/MATH500/15_1000.jsonl,77
PHI3.5,origin,15,15_1000#78,40,101,141,1,PHI35/origin/MATH500/15_1000.jsonl,78
PHI3.5,origin,15,15_1000#79,95,540,635,0,PHI35/origin/MATH500/15_1000.jsonl,79
PHI3.5,origin,15,15_1000#80,43,94,137,1,PHI35/origin/MATH500/15_1000.jsonl,80
PHI3.5,origin,15,15_1000#81,70,272,342,0,PHI35/origin/MATH500/15_1000.jsonl,81
PHI3.5,origin,15,15_1000#82,72,266,338,1,PHI35/origin/MATH500/15_1000.jsonl,82
PHI3.5,origin,15,15_1000#83,106,201,307,0,PHI35/origin/MATH500/15_1000.jsonl,83
PHI3.5,origin,15,15_1000#84,45,236,281,0,PHI35/origin/MATH500/15_1000.jsonl,84
PHI3.5,origin,15,15_1000#85,79,291,370,1,PHI35/origin/MATH500/15_1000.jsonl,85
PHI3.5,origin,15,15_1000#86,87,255,342,1,PHI35/origin/MATH500/15_1000.jsonl,86
PHI3.5,origin,15,15_1000#87,68,150,218,1,PHI35/origin/MATH500/15_1000.jsonl,87
PHI3.5,origin,15,15_1000#88,45,108,153,1,PHI35/origin/MATH500/15_1000.jsonl,88
PHI3.5,origin,15,15_1000#89,116,243,359,0,PHI35/origin/MATH500/15_1000.jsonl,89
PHI3.5,origin,15,15_1000#90,48,361,409,0,PHI35/origin/MATH500/15_1000.jsonl,90
PHI3.5,origin,15,15_1000#91,64,110,174,1,PHI35/origin/MATH500/15_1000.jsonl,91
PHI3.5,origin,15,15_1000#92,66,107,173,0,PHI35/origin/MATH500/15_1000.jsonl,92
PHI3.5,origin,15,15_1000#93,66,575,641,0,PHI35/origin/MATH500/15_1000.jsonl,93
PHI3.5,origin,15,15_1000#94,65,249,314,1,PHI35/origin/MATH500/15_1000.jsonl,94
PHI3.5,origin,15,15_1000#95,434,466,900,0,PHI35/origin/MATH500/15_1000.jsonl,95
PHI3.5,origin,15,15_1000#96,94,520,614,0,PHI35/origin/MATH500/15_1000.jsonl,96
PHI3.5,origin,15,15_1000#97,131,848,979,0,PHI35/origin/MATH500/15_1000.jsonl,97
PHI3.5,origin,15,15_1000#98,70,204,274,0,PHI35/origin/MATH500/15_1000.jsonl,98
PHI3.5,origin,15,15_1000#99,40,101,141,0,PHI35/origin/MATH500/15_1000.jsonl,99
PHI3.5,origin,15,15_1000#100,108,568,676,0,PHI35/origin/MATH500/15_1000.jsonl,100
PHI3.5,origin,1,1_1000#1,71,196,267,0,PHI35/origin/MATH500/1_1000.jsonl,1
PHI3.5,origin,1,1_1000#2,123,645,768,0,PHI35/origin/MATH500/1_1000.jsonl,2
PHI3.5,origin,1,1_1000#3,69,256,325,1,PHI35/origin/MATH500/1_1000.jsonl,3
PHI3.5,origin,1,1_1000#4,37,163,200,1,PHI35/origin/MATH500/1_1000.jsonl,4
PHI3.5,origin,1,1_1000#5,402,461,863,0,PHI35/origin/MATH500/1_1000.jsonl,5
PHI3.5,origin,1,1_1000#6,69,124,193,1,PHI35/origin/MATH500/1_1000.jsonl,6
PHI3.5,origin,1,1_1000#7,41,196,237,1,PHI35/origin/MATH500/1_1000.jsonl,7
PHI3.5,origin,1,1_1000#8,96,565,661,0,PHI35/origin/MATH500/1_1000.jsonl,8
PHI3.5,origin,1,1_1000#9,56,300,356,1,PHI35/origin/MATH500/1_1000.jsonl,9
PHI3.5,origin,1,1_1000#10,172,204,376,0,PHI35/origin/MATH500/1_1000.jsonl,10
PHI3.5,origin,1,1_1000#11,47,180,227,0,PHI35/origin/MATH500/1_1000.jsonl,11
PHI3.5,origin,1,1_1000#12,85,328,413,0,PHI35/origin/MATH500/1_1000.jsonl,12
PHI3.5,origin,1,1_1000#13,95,294,389,0,PHI35/origin/MATH500/1_1000.jsonl,13
PHI3.5,origin,1,1_1000#14,221,145,366,1,PHI35/origin/MATH500/1_1000.jsonl,14
PHI3.5,origin,1,1_1000#15,163,89,252,0,PHI35/origin/MATH500/1_1000.jsonl,15
PHI3.5,origin,1,1_1000#16,233,548,781,0,PHI35/origin/MATH500/1_1000.jsonl,16
PHI3.5,origin,1,1_1000#17,46,81,127,1,PHI35/origin/MATH500/1_1000.jsonl,17
PHI3.5,origin,1,1_1000#18,280,122,402,0,PHI35/origin/MATH500/1_1000.jsonl,18
PHI3.5,origin,1,1_1000#19,187,280,467,0,PHI35/origin/MATH500/1_1000.jsonl,19
PHI3.5,origin,1,1_1000#20,69,119,188,0,PHI35/origin/MATH500/1_1000.jsonl,20
PHI3.5,origin,1,1_1000#21,36,83,119,1,PHI35/origin/MATH500/1_1000.jsonl,21
PHI3.5,origin,1,1_1000#22,50,565,615,0,PHI35/origin/MATH500/1_1000.jsonl,22
PHI3.5,origin,1,1_1000#23,159,199,358,0,PHI35/origin/MATH500/1_1000.jsonl,23
PHI3.5,origin,1,1_1000#24,50,408,458,0,PHI35/origin/MATH500/1_1000.jsonl,24
PHI3.5,origin,1,1_1000#25,132,315,447,0,PHI35/origin/MATH500/1_1000.jsonl,25
PHI3.5,origin,1,1_1000#26,107,242,349,0,PHI35/origin/MATH500/1_1000.jsonl,26
PHI3.5,origin,1,1_1000#27,76,375,451,0,PHI35/origin/MATH500/1_1000.jsonl,27
PHI3.5,origin,1,1_1000#28,110,219,329,0,PHI35/origin/MATH500/1_1000.jsonl,28
PHI3.5,origin,1,1_1000#29,58,100,158,1,PHI35/origin/MATH500/1_1000.jsonl,29
PHI3.5,origin,1,1_1000#30,103,512,615,1,PHI35/origin/MATH500/1_1000.jsonl,30
PHI3.5,origin,1,1_1000#31,45,171,216,1,PHI35/origin/MATH500/1_1000.jsonl,31
PHI3.5,origin,1,1_1000#32,32,124,156,0,PHI35/origin/MATH500/1_1000.jsonl,32
PHI3.5,origin,1,1_1000#33,73,197,270,0,PHI35/origin/MATH500/1_1000.jsonl,33
PHI3.5,origin,1,1_1000#34,70,311,381,0,PHI35/origin/MATH500/1_1000.jsonl,34
PHI3.5,origin,1,1_1000#35,52,248,300,0,PHI35/origin/MATH500/1_1000.jsonl,35
PHI3.5,origin,1,1_1000#36,61,312,373,0,PHI35/origin/MATH500/1_1000.jsonl,36
PHI3.5,origin,1,1_1000#37,51,443,494,0,PHI35/origin/MATH500/1_1000.jsonl,37
PHI3.5,origin,1,1_1000#38,57,143,200,1,PHI35/origin/MATH500/1_1000.jsonl,38
PHI3.5,origin,1,1_1000#39,72,94,166,1,PHI35/origin/MATH500/1_1000.jsonl,39
PHI3.5,origin,1,1_1000#40,49,192,241,1,PHI35/origin/MATH500/1_1000.jsonl,40
PHI3.5,origin,1,1_1000#41,137,68,205,1,PHI35/origin/MATH500/1_1000.jsonl,41
PHI3.5,origin,1,1_1000#42,72,260,332,1,PHI35/origin/MATH500/1_1000.jsonl,42
PHI3.5,origin,1,1_1000#43,61,110,171,1,PHI35/origin/MATH500/1_1000.jsonl,43
PHI3.5,origin,1,1_1000#44,108,152,260,0,PHI35/origin/MATH500/1_1000.jsonl,44
PHI3.5,origin,1,1_1000#45,87,324,411,1,PHI35/origin/MATH500/1_1000.jsonl,45
PHI3.5,origin,1,1_1000#46,58,266,324,1,PHI35/origin/MATH500/1_1000.jsonl,46
PHI3.5,origin,1,1_1000#47,64,548,612,0,PHI35/origin/MATH500/1_1000.jsonl,47
PHI3.5,origin,1,1_1000#48,78,176,254,1,PHI35/origin/MATH500/1_1000.jsonl,48
PHI3.5,origin,1,1_1000#49,41,169,210,1,PHI35/origin/MATH500/1_1000.jsonl,49
PHI3.5,origin,1,1_1000#50,47,103,150,1,PHI35/origin/MATH500/1_1000.jsonl,50
PHI3.5,origin,1,1_1000#51,137,711,848,0,PHI35/origin/MATH500/1_1000.jsonl,51
PHI3.5,origin,1,1_1000#52,44,470,514,0,PHI35/origin/MATH500/1_1000.jsonl,52
PHI3.5,origin,1,1_1000#53,51,215,266,1,PHI35/origin/MATH500/1_1000.jsonl,53
PHI3.5,origin,1,1_1000#54,50,86,136,1,PHI35/origin/MATH500/1_1000.jsonl,54
PHI3.5,origin,1,1_1000#55,35,90,125,1,PHI35/origin/MATH500/1_1000.jsonl,55
PHI3.5,origin,1,1_1000#56,75,133,208,1,PHI35/origin/MATH500/1_1000.jsonl,56
PHI3.5,origin,1,1_1000#57,47,292,339,0,PHI35/origin/MATH500/1_1000.jsonl,57
PHI3.5,origin,1,1_1000#58,79,260,339,1,PHI35/origin/MATH500/1_1000.jsonl,58
PHI3.5,origin,1,1_1000#59,39,172,211,1,PHI35/origin/MATH500/1_1000.jsonl,59
PHI3.5,origin,1,1_1000#60,77,213,290,1,PHI35/origin/MATH500/1_1000.jsonl,60
PHI3.5,origin,1,1_1000#61,76,735,811,0,PHI35/origin/MATH500/1_1000.jsonl,61
PHI3.5,origin,1,1_1000#62,91,198,289,1,PHI35/origin/MATH500/1_1000.jsonl,62
PHI3.5,origin,1,1_1000#63,123,476,599,0,PHI35/origin/MATH500/1_1000.jsonl,63
PHI3.5,origin,1,1_1000#64,119,722,841,0,PHI35/origin/MATH500/1_1000.jsonl,64
PHI3.5,origin,1,1_1000#65,86,548,634,0,PHI35/origin/MATH500/1_1000.jsonl,65
PHI3.5,origin,1,1_1000#66,41,110,151,1,PHI35/origin/MATH500/1_1000.jsonl,66
PHI3.5,origin,1,1_1000#67,65,225,290,0,PHI35/origin/MATH500/1_1000.jsonl,67
PHI3.5,origin,1,1_1000#68,72,221,293,0,PHI35/origin/MATH500/1_1000.jsonl,68
PHI3.5,origin,1,1_1000#69,88,997,1085,0,PHI35/origin/MATH500/1_1000.jsonl,69
PHI3.5,origin,1,1_1000#70,78,517,595,0,PHI35/origin/MATH500/1_1000.jsonl,70
PHI3.5,origin,1,1_1000#71,44,257,301,1,PHI35/origin/MATH500/1_1000.jsonl,71
PHI3.5,origin,1,1_1000#72,49,222,271,0,PHI35/origin/MATH500/1_1000.jsonl,72
PHI3.5,origin,1,1_1000#73,57,226,283,1,PHI35/origin/MATH500/1_1000.jsonl,73
PHI3.5,origin,1,1_1000#74,89,224,313,0,PHI35/origin/MATH500/1_1000.jsonl,74
PHI3.5,origin,1,1_1000#75,47,190,237,1,PHI35/origin/MATH500/1_1000.jsonl,75
PHI3.5,origin,1,1_1000#76,62,216,278,0,PHI35/origin/MATH500/1_1000.jsonl,76
PHI3.5,origin,1,1_1000#77,61,88,149,0,PHI35/origin/MATH500/1_1000.jsonl,77
PHI3.5,origin,1,1_1000#78,40,99,139,1,PHI35/origin/MATH500/1_1000.jsonl,78
PHI3.5,origin,1,1_1000#79,95,409,504,0,PHI35/origin/MATH500/1_1000.jsonl,79
PHI3.5,origin,1,1_1000#80,43,75,118,1,PHI35/origin/MATH500/1_1000.jsonl,80
PHI3.5,origin,1,1_1000#81,70,356,426,0,PHI35/origin/MATH500/1_1000.jsonl,81
PHI3.5,origin,1,1_1000#82,72,238,310,1,PHI35/origin/MATH500/1_1000.jsonl,82
PHI3.5,origin,1,1_1000#83,106,197,303,0,PHI35/origin/MATH500/1_1000.jsonl,83
PHI3.5,origin,1,1_1000#84,45,105,150,0,PHI35/origin/MATH500/1_1000.jsonl,84
PHI3.5,origin,1,1_1000#85,79,380,459,0,PHI35/origin/MATH500/1_1000.jsonl,85
PHI3.5,origin,1,1_1000#86,87,266,353,1,PHI35/origin/MATH500/1_1000.jsonl,86
PHI3.5,origin,1,1_1000#87,68,215,283,1,PHI35/origin/MATH500/1_1000.jsonl,87
PHI3.5,origin,1,1_1000#88,45,127,172,1,PHI35/origin/MATH500/1_1000.jsonl,88
PHI3.5,origin,1,1_1000#89,116,229,345,0,PHI35/origin/MATH500/1_1000.jsonl,89
PHI3.5,origin,1,1_1000#90,48,239,287,0,PHI35/origin/MATH500/1_1000.jsonl,90
PHI3.5,origin,1,1_1000#91,64,107,171,1,PHI35/origin/MATH500/1_1000.jsonl,91
PHI3.5,origin,1,1_1000#92,66,107,173,0,PHI35/origin/MATH500/1_1000.jsonl,92
PHI3.5,origin,1,1_1000#93,66,505,571,0,PHI35/origin/MATH500/1_1000.jsonl,93
PHI3.5,origin,1,1_1000#94,65,202,267,1,PHI35/origin/MATH500/1_1000.jsonl,94
PHI3.5,origin,1,1_1000#95,434,177,611,0,PHI35/origin/MATH500/1_1000.jsonl,95
PHI3.5,origin,1,1_1000#96,94,994,1088,1,PHI35/origin/MATH500/1_1000.jsonl,96
PHI3.5,origin,1,1_1000#97,131,438,569,0,PHI35/origin/MATH500/1_1000.jsonl,97
PHI3.5,origin,1,1_1000#98,70,233,303,0,PHI35/origin/MATH500/1_1000.jsonl,98
PHI3.5,origin,1,1_1000#99,40,83,123,0,PHI35/origin/MATH500/1_1000.jsonl,99
PHI3.5,origin,1,1_1000#100,108,405,513,0,PHI35/origin/MATH500/1_1000.jsonl,100
PHI3.5,origin,3,3_1000#1,71,237,308,0,PHI35/origin/MATH500/3_1000.jsonl,1
PHI3.5,origin,3,3_1000#2,123,1000,1123,0,PHI35/origin/MATH500/3_1000.jsonl,2
PHI3.5,origin,3,3_1000#3,69,276,345,1,PHI35/origin/MATH500/3_1000.jsonl,3
PHI3.5,origin,3,3_1000#4,37,136,173,1,PHI35/origin/MATH500/3_1000.jsonl,4
PHI3.5,origin,3,3_1000#5,402,327,729,0,PHI35/origin/MATH500/3_1000.jsonl,5
PHI3.5,origin,3,3_1000#6,69,112,181,1,PHI35/origin/MATH500/3_1000.jsonl,6
PHI3.5,origin,3,3_1000#7,41,167,208,0,PHI35/origin/MATH500/3_1000.jsonl,7
PHI3.5,origin,3,3_1000#8,96,788,884,0,PHI35/origin/MATH500/3_1000.jsonl,8
PHI3.5,origin,3,3_1000#9,56,275,331,1,PHI35/origin/MATH500/3_1000.jsonl,9
PHI3.5,origin,3,3_1000#10,172,670,842,0,PHI35/origin/MATH500/3_1000.jsonl,10
PHI3.5,origin,3,3_1000#11,47,192,239,0,PHI35/origin/MATH500/3_1000.jsonl,11
PHI3.5,origin,3,3_1000#12,85,551,636,0,PHI35/origin/MATH500/3_1000.jsonl,12
PHI3.5,origin,3,3_1000#13,95,272,367,1,PHI35/origin/MATH500/3_1000.jsonl,13
PHI3.5,origin,3,3_1000#14,221,142,363,1,PHI35/origin/MATH500/3_1000.jsonl,14
PHI3.5,origin,3,3_1000#15,163,99,262,0,PHI35/origin/MATH500/3_1000.jsonl,15
PHI3.5,origin,3,3_1000#16,233,461,694,0,PHI35/origin/MATH500/3_1000.jsonl,16
PHI3.5,origin,3,3_1000#17,46,117,163,1,PHI35/origin/MATH500/3_1000.jsonl,17
PHI3.5,origin,3,3_1000#18,280,196,476,1,PHI35/origin/MATH500/3_1000.jsonl,18
PHI3.5,origin,3,3_1000#19,187,65,252,0,PHI35/origin/MATH500/3_1000.jsonl,19
PHI3.5,origin,3,3_1000#20,69,180,249,0,PHI35/origin/MATH500/3_1000.jsonl,20
PHI3.5,origin,3,3_1000#21,36,103,139,1,PHI35/origin/MATH500/3_1000.jsonl,21
PHI3.5,origin,3,3_1000#22,50,482,532,0,PHI35/origin/MATH500/3_1000.jsonl,22
PHI3.5,origin,3,3_1000#23,159,297,456,0,PHI35/origin/MATH500/3_1000.jsonl,23
PHI3.5,origin,3,3_1000#24,50,412,462,0,PHI35/origin/MATH500/3_1000.jsonl,24
PHI3.5,origin,3,3_1000#25,132,336,468,0,PHI35/origin/MATH500/3_1000.jsonl,25
PHI3.5,origin,3,3_1000#26,107,144,251,0,PHI35/origin/MATH500/3_1000.jsonl,26
PHI3.5,origin,3,3_1000#27,76,331,407,0,PHI35/origin/MATH500/3_1000.jsonl,27
PHI3.5,origin,3,3_1000#28,110,219,329,0,PHI35/origin/MATH500/3_1000.jsonl,28
PHI3.5,origin,3,3_1000#29,58,100,158,1,PHI35/origin/MATH500/3_1000.jsonl,29
PHI3.5,origin,3,3_1000#30,103,523,626,1,PHI35/origin/MATH500/3_1000.jsonl,30
PHI3.5,origin,3,3_1000#31,45,202,247,1,PHI35/origin/MATH500/3_1000.jsonl,31
